state,state_code,organization_name,office_type,address,city,zip_code,phone,email,website,services_offered,languages_spoken,appointment_required,walk_in_hours,notes
Virginia,VA,American Legion Post 24 Richmond,Local Post,1708 Commonwealth Avenue,Richmond,23230,(804) 355-3024,alpost24richmond@gmail.com,https://richmondpost24.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital location
Virginia,VA,DAV Roanoke Chapter,Regional Office,705 Kenwood Drive,Salem,24153,(540) 389-8387,davroanoke@gmail.com,https://davroanoke.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Southwest Virginia
Virginia,VA,VFW Post 392 Alexandria,Local Post,1201 South Joyce Street,Arlington,22202,(703) 521-0392,vfwpost392@yahoo.com,https://vfwpost392.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Northern Virginia
Virginia,VA,VVA Virginia State Council,State HQ,PO Box 71,Woodbridge,22194,(703) 491-8387,vvavirginia@gmail.com,https://www.virginiadav.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Virginia,VA,Virginia Department of Veterans Services,State Agency,101 North 14th Street 17th Floor,Richmond,23219,(804) 786-0286,support@dvs.virginia.gov,https://www.dvs.virginia.gov,"State benefits, Claims, Education, Employment, Cemetery","English, Spanish",Yes,Mon-Fri 8:15-5:00,State veterans department
Washington,WA,VFW Department of Washington,State HQ,5213 Pacific Highway East,Fife,98424,(253) 922-2114,office@vfwwa.org,https://www.vfwwa.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-5:00,State headquarters
Washington,WA,American Legion Department of Washington,State HQ,3600 Ruddell Road SE,Lacey,98503,(360) 491-4373,info@walegion.org,https://walegion.org,"VA claims, Employment, Community","English, Spanish",Yes,By appointment,State service office
Washington,WA,DAV Washington Department,State HQ,PO Box 778,Vancouver,98666,(360) 759-8387,davwashington@gmail.com,https://davwa.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Washington,WA,AMVETS Washington Department,State HQ,PO Box 983,Olympia,98507,(360) 943-2998,amvetswa@gmail.com,https://amvetswa.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Washington,WA,VFW Post 239 Seattle,Local Post,416 Maynard Avenue South,Seattle,98104,(206) 624-0239,vfwpost239@gmail.com,https://vfwpost239.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,King County
Washington,WA,American Legion Post 79 Spokane,Local Post,1620 North Rebecca Street,Spokane,99217,(509) 328-0779,alpost79spokane@gmail.com,https://spokanepost79.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Eastern Washington
Washington,WA,DAV Tacoma Chapter,Regional Office,1313 South Union Avenue,Tacoma,98405,(253) 272-8387,davtacoma@gmail.com,https://davtacoma.org,"VA claims, Medical transport","English, Spanish",Yes,Tue-Thu 9:00-3:00,Pierce County
Washington,WA,VFW Post 1040 Vancouver,Local Post,205 Northeast 88th Street,Vancouver,98665,(360) 693-1040,vfwpost1040@yahoo.com,https://vfwpost1040.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Clark County
Washington,WA,VVA Washington State Council,State HQ,PO Box 983,Olympia,98507,(360) 357-8387,vvawashington@gmail.com,https://vvawa.org,"Benefits, Agent Orange, PTSD","English, Spanish",Yes,By appointment,Vietnam veterans services
Washington,WA,Washington Department of Veterans Affairs,State Agency,1102 Quince Street SE,Olympia,98504,(360) 725-2200,info@dva.wa.gov,https://www.dva.wa.gov,"State benefits, Claims, Cemetery, Homes","English, Spanish",Yes,Mon-Fri 8:00-5:00,State veterans department
WestVirginia,WV,VFW Department of West Virginia,State HQ,PO Box 3191,Charleston,25332,(304) 343-7574,office@vfwwv.org,https://vfwwv.org,"Claims assistance, Benefits counseling, Employment services",English,No,Mon-Fri 8:00-4:30,State headquarters
WestVirginia,WV,American Legion Department of West Virginia,State HQ,2016 Kanawha Boulevard East,Charleston,25311,(304) 343-7591,info@wvlegion.org,https://www.wvlegion.org,"VA claims, Employment, Community",English,Yes,By appointment,State service office
WestVirginia,WV,DAV West Virginia Department,State HQ,1100 Kanawha Boulevard East,Charleston,25301,(304) 343-8387,davwestvirginia@gmail.com,https://davwv.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
WestVirginia,WV,AMVETS West Virginia Department,State HQ,PO Box 2152,Charleston,25328,(304) 925-2998,amvetswv@gmail.com,https://amvetswv.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
WestVirginia,WV,VFW Post 9926 Huntington,Local Post,528 14th Street West,Huntington,25704,(304) 522-9926,vfwpost9926@gmail.com,https://vfwpost9926.org,"Local support, VA referrals",English,No,Mon-Sat 11:00-9:00,Cabell County
WestVirginia,WV,American Legion Post 20 Charleston,Local Post,804 Kanawha Boulevard West,Charleston,25302,(304) 345-0020,alpost20charleston@gmail.com,https://charlestonpost20.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,State capital location
WestVirginia,WV,DAV Parkersburg Chapter,Regional Office,1100 Kanawha Boulevard,Charleston,25301,(304) 485-8387,davparkersburg@gmail.com,https://davparkersburg.org,"VA claims, Medical transport",English,Yes,Tue-Thu 9:00-3:00,Mid-Ohio Valley
WestVirginia,WV,VFW Post 475 Morgantown,Local Post,160 Holland Avenue,Westover,26501,(304) 292-0475,vfwpost475@yahoo.com,https://vfwpost475.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,North central West Virginia
WestVirginia,WV,VVA West Virginia State Council,State HQ,PO Box 3191,Charleston,25332,(304) 343-8387,vvawestvirginia@gmail.com,https://vvawv.org,"Benefits, Agent Orange, PTSD",English,Yes,By appointment,Vietnam veterans services
WestVirginia,WV,West Virginia Department of Veterans Assistance,State Agency,1514-B Kanawha Boulevard East,Charleston,25311,(304) 558-3661,wvdva@wv.gov,https://veterans.wv.gov,"State benefits, Claims, Cemetery",English,Yes,Mon-Fri 8:30-5:00,State veterans department
Wisconsin,WI,VFW Department of Wisconsin,State HQ,2930 American Avenue,Madison,53704,(608) 221-5276,office@vfwwi.com,https://www.wisconsin.vfw.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish, Hmong",No,Mon-Fri 8:00-5:00,State headquarters
Wisconsin,WI,American Legion Department of Wisconsin,State HQ,2930 American Avenue,Madison,53704,(608) 221-5285,info@wilegion.org,https://www.wilegion.org,"VA claims, Employment, Community","English, Hmong",Yes,By appointment,State service office
Wisconsin,WI,DAV Wisconsin Department,State HQ,811 East Washington Avenue Suite 210,Madison,53703,(608) 255-8387,davwisconsin@gmail.com,https://davwi.org,"VA claims, Benefits assistance","English, Spanish, Hmong",No,Mon-Fri 8:00-4:00,Free claims assistance
Wisconsin,WI,AMVETS Wisconsin Department,State HQ,PO Box 1082,Racine,53401,(262) 657-2998,amvetswi@gmail.com,https://amvets-wi.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Wisconsin,WI,VFW Post 2778 Milwaukee,Local Post,1716 West Lincoln Avenue,Milwaukee,53215,(414) 645-2778,vfwpost2778@gmail.com,https://vfwpost2778.org,"Local support, VA referrals","English, Spanish",No,Mon-Fri 10:00-9:00,Milwaukee County
Wisconsin,WI,American Legion Post 501 Madison,Local Post,2930 American Avenue,Madison,53704,(608) 249-2501,alpost501madison@gmail.com,https://madisonpost501.org,"Community service, Benefits","English, Hmong",No,Mon-Fri 10:00-6:00,State capital location
Wisconsin,WI,DAV Green Bay Chapter,Regional Office,124 North Oneida Street,Green Bay,54303,(920) 435-8387,davgreenbay@gmail.com,https://davgreenbay.org,"VA claims, Medical transport","English, Hmong",Yes,Tue-Thu 9:00-3:00,Northeast Wisconsin
Wisconsin,WI,VFW Post 1318 Kenosha,Local Post,7421 39th Avenue,Kenosha,53142,(262) 656-1318,vfwpost1318@yahoo.com,https://vfwpost1318.org,"Community service, Benefits",English,No,Wed-Sun 12:00-8:00,Southeast Wisconsin
Wisconsin,WI,VVA Wisconsin State Council,State HQ,1701 Wright Street,Madison,53704,(608) 242-8387,vvawisconsin@gmail.com,https://vvawi.org,"Benefits, Agent Orange, PTSD","English, Hmong",Yes,By appointment,Vietnam veterans services
Wisconsin,WI,Wisconsin Department of Veterans Affairs,State Agency,30 West Mifflin Street,Madison,53703,(608) 266-1311,wdvainfo@dva.wisconsin.gov,https://dva.wi.gov,"State benefits, Claims, Homes, Cemetery, Education","English, Hmong, Spanish",Yes,Mon-Fri 7:45-4:30,State veterans department
Wyoming,WY,VFW Department of Wyoming,State HQ,1712 Capitol Avenue,Cheyenne,82001,(307) 634-3617,office@vfwwy.org,https://vfwwy.org,"Claims assistance, Benefits counseling, Employment services","English, Spanish",No,Mon-Fri 8:00-4:30,State headquarters
Wyoming,WY,American Legion Department of Wyoming,State HQ,1320 Hugur Avenue,Cheyenne,82001,(307) 634-3035,info@wylegion.org,https://www.wylegion.org,"VA claims, Employment, Community",English,Yes,By appointment,State service office
Wyoming,WY,DAV Wyoming Department,State HQ,2360 East Pershing Boulevard,Cheyenne,82001,(307) 778-8387,davwyoming@gmail.com,https://davwy.org,"VA claims, Benefits assistance","English, Spanish",No,Mon-Fri 8:00-4:00,Free claims assistance
Wyoming,WY,AMVETS Wyoming Department,State HQ,PO Box 2354,Casper,82602,(307) 265-2998,amvetswy@gmail.com,https://amvetswy.org,"Benefits, Employment, Transition",English,No,Mon-Fri 9:00-5:00,Veteran support services
Wyoming,WY,VFW Post 1881 Casper,Local Post,1800 East K Street,Casper,82601,(307) 237-1881,vfwpost1881@gmail.com,https://vfwpost1881.org,"Local support, VA referrals",English,No,Mon-Sat 11:00-9:00,Central Wyoming
Wyoming,WY,American Legion Post 6 Laramie,Local Post,311 Ivinson Street,Laramie,82070,(307) 745-3014,alpost6laramie@gmail.com,https://laramiepost6.org,"Community service, Benefits",English,No,Mon-Fri 10:00-6:00,Southeast Wyoming
Wyoming,WY,DAV Gillette Chapter,Regional Office,2360 East Pershing Boulevard,Cheyenne,82001,(307) 682-8387,davgillette@gmail.com,https://davgillette.org,"VA claims, Medical transport",English,Yes,Tue-Thu 9:00-3:00,Northeast Wyoming
Wyoming,WY,VFW Post 2221 Rock Springs,Local Post,108 Broadway,Rock Springs,82901,(307) 362-2221,vfwpost2221@yahoo.com,https://vfwpost2221.org,"Community service, Benefits","English, Spanish",No,Wed-Sun 12:00-8:00,Southwest Wyoming
Wyoming,WY,VVA Wyoming Chapter 1,Local Post,PO Box 2354,Casper,82602,(307) 266-8387,vvawyoming@gmail.com,https://vvawy.org,"Benefits, Agent Orange, PTSD",English,Yes,By appointment,Vietnam veterans services
Wyoming,WY,Wyoming Veterans Commission,State Agency,5500 Bishop Boulevard,Cheyenne,82009,(307) 772-5145,wvc@wyo.gov,https://veterans.wyo.gov,"State benefits, Claims",English,Yes,Mon-Fri 8:00-5:00,State veterans commission
