school_name,school_type,state,city,programs_offered,total_enrollment,veteran_enrollment,yellow_ribbon_program,in_state_tuition,out_of_state_tuition,housing_allowance_rate,graduation_rate,veteran_graduation_rate,post_graduation_employment_rate,gi_bill_students,veteran_services_office,contact_phone,contact_email,website,notes
Colorado Technical University,Private University,Colorado,Colorado Springs,"Engineering, Computer Science, Business",24000,4200,Yes,"$12,225","$12,225","$1,953",28%,38%,72%,4200,(866) 942-6555,military@coloradotech.edu,https://www.coloradotech.edu,"Military-friendly, flexible programs"
Troy University,Public University,Alabama,Troy,"Business, Education, Liberal Arts",18000,3200,Yes,"$10,068","$18,186","$1,089",42%,55%,78%,3200,(334) 670-3000,military@troy.edu,https://www.troy.edu,"Multiple military campus locations"
Columbia College,Private University,Missouri,Columbia,"Business, Criminal Justice, Liberal Arts",11000,2800,Yes,"$23,363","$23,363","$1,089",48%,62%,82%,2800,(573) 875-7352,admissions@ccis.edu,https://www.ccis.edu,"30+ military base locations"
Park University,Private University,Missouri,Parkville,"Business, Liberal Arts, Education",10000,2500,Yes,"$12,690","$12,690","$1,089",38%,52%,75%,2500,(816) 584-6285,military@park.edu,https://www.park.edu,"40+ military campus centers"
Norwich University,Private University,Vermont,Northfield,"Military Science, Engineering, Business",3600,280,Yes,"$42,778","$42,778","$1,485",72%,82%,95%,280,(802) 485-2000,veterans@norwich.edu,https://www.norwich.edu,"Oldest private military college"
The Citadel,Public University,South Carolina,Charleston,"Military Science, Engineering, Business",3700,420,Yes,"$12,446","$35,004","$1,386",78%,85%,96%,420,(843) 953-5000,veterans@citadel.edu,https://www.citadel.edu,"Military college, strong tradition"
Virginia Military Institute,Public University,Virginia,Lexington,"Military Science, Engineering, Liberal Arts",1700,95,Yes,"$18,866","$45,058","$1,584",82%,88%,97%,95,(540) 464-7211,veterans@vmi.edu,https://www.vmi.edu,"Senior military college"
University of Illinois at Urbana-Champaign,Public University,Illinois,Champaign,"Engineering, Business, Liberal Arts",56000,850,Yes,"$16,866","$34,316","$1,611",85%,88%,94%,850,(217) 333-1000,veterans@illinois.edu,https://www.illinois.edu,"Top engineering school, strong veteran support"
Purdue University,Public University,Indiana,West Lafayette,"Engineering, Technology, Agriculture",49700,720,Yes,"$9,992","$28,794","$1,089",82%,86%,93%,720,(765) 494-4600,veterans@purdue.edu,https://www.purdue.edu,"Top engineering, military partnerships"
Ohio State University,Public University,Ohio,Columbus,"Engineering, Business, Liberal Arts",68000,1250,Yes,"$11,936","$36,723","$1,089",88%,91%,95%,1250,(614) 292-6446,veterans@osu.edu,https://www.osu.edu,"Large program, comprehensive support"
Michigan State University,Public University,Michigan,East Lansing,"Engineering, Agriculture, Business",51000,920,Yes,"$14,460","$39,766","$1,089",82%,86%,92%,920,(517) 355-1855,veterans@msu.edu,https://www.msu.edu,"Strong veteran services, large program"
University of Michigan,Public University,Michigan,Ann Arbor,"Engineering, Business, Medicine",51000,580,Yes,"$17,786","$57,273","$1,089",93%,95%,97%,580,(734) 764-1817,veterans@umich.edu,https://www.umich.edu,"Top-ranked, comprehensive support"
University of Minnesota,Public University,Minnesota,Minneapolis,"Engineering, Business, Liberal Arts",52000,980,Yes,"$15,254","$33,843","$1,287",84%,87%,93%,980,(612) 625-5000,veterans@umn.edu,https://www.umn.edu,"Large research university, strong support"
University of Wisconsin-Madison,Public University,Wisconsin,Madison,"Engineering, Business, Agriculture",48000,850,Yes,"$10,796","$38,608","$1,386",88%,91%,95%,850,(608) 263-2400,veterans@wisc.edu,https://www.wisc.edu,"Top public university, veteran-friendly"
Iowa State University,Public University,Iowa,Ames,"Engineering, Agriculture, Business",34000,650,Yes,"$9,320","$25,456","$1,089",76%,82%,90%,650,(515) 294-4111,veterans@iastate.edu,https://www.iastate.edu,"Strong engineering, agriculture programs"
Kansas State University,Public University,Kansas,Manhattan,"Engineering, Agriculture, Business",21000,480,Yes,"$10,382","$27,159","$1,089",68%,75%,88%,480,(785) 532-6250,veterans@k-state.edu,https://www.k-state.edu,"Military-friendly, strong programs"
University of Missouri,Public University,Missouri,Columbia,"Engineering, Business, Journalism",31000,620,Yes,"$11,317","$29,008","$1,089",72%,78%,90%,620,(573) 882-7700,veterans@missouri.edu,https://www.missouri.edu,"Flagship campus, comprehensive"
University of Nebraska-Lincoln,Public University,Nebraska,Lincoln,"Engineering, Agriculture, Business",25000,550,Yes,"$9,154","$25,828","$1,089",68%,75%,88%,550,(402) 472-7211,veterans@unl.edu,https://www.unl.edu,"Strong agriculture, engineering"
University of Oklahoma,Public University,Oklahoma,Norman,"Engineering, Business, Liberal Arts",32000,720,Yes,"$11,608","$28,320","$1,089",70%,76%,89%,720,(405) 325-0311,veterans@ou.edu,https://www.ou.edu,"Strong military support, comprehensive"
Oklahoma State University,Public University,Oklahoma,Stillwater,"Engineering, Agriculture, Business",25000,580,Yes,"$9,019","$24,539","$1,089",65%,72%,87%,580,(405) 744-5000,veterans@okstate.edu,https://www.okstate.edu,"Strong engineering, agriculture"
University of Arkansas,Public University,Arkansas,Fayetteville,"Business, Engineering, Agriculture",30000,650,Yes,"$9,656","$27,410","$1,089",68%,74%,88%,650,(479) 575-2000,veterans@uark.edu,https://www.uark.edu,"Flagship campus, strong programs"
Louisiana State University,Public University,Louisiana,Baton Rouge,"Engineering, Business, Agriculture",34000,780,Yes,"$11,962","$28,639","$1,278",72%,78%,90%,780,(225) 578-3202,veterans@lsu.edu,https://www.lsu.edu,"Strong engineering, veteran support"
University of Kentucky,Public University,Kentucky,Lexington,"Engineering, Business, Agriculture",31000,680,Yes,"$12,964","$31,954","$1,089",68%,74%,88%,680,(859) 257-9000,veterans@uky.edu,https://www.uky.edu,"Comprehensive programs, strong support"
University of Tennessee,Public University,Tennessee,Knoxville,"Engineering, Business, Agriculture",35000,820,Yes,"$13,264","$31,664","$1,089",72%,78%,90%,820,(865) 974-1000,veterans@utk.edu,https://www.utk.edu,"Strong engineering, large program"
Mississippi State University,Public University,Mississippi,Starkville,"Engineering, Agriculture, Business",23000,580,Yes,"$9,248","$25,294","$891",65%,72%,86%,580,(662) 325-2323,veterans@msstate.edu,https://www.msstate.edu,"Strong engineering, agriculture"
University of Alabama,Public University,Alabama,Tuscaloosa,"Engineering, Business, Liberal Arts",39000,920,Yes,"$11,900","$31,460","$1,089",70%,76%,89%,920,(205) 348-6010,veterans@ua.edu,https://www.ua.edu,"Large program, comprehensive support"
Auburn University,Public University,Alabama,Auburn,"Engineering, Agriculture, Business",32000,750,Yes,"$11,796","$31,956","$1,089",78%,83%,91%,750,(334) 844-4000,veterans@auburn.edu,https://www.auburn.edu,"Top engineering, strong military ties"
University of South Carolina,Public University,South Carolina,Columbia,"Business, Engineering, Liberal Arts",35000,820,Yes,"$12,688","$33,928","$1,386",76%,82%,90%,820,(803) 777-7000,veterans@sc.edu,https://www.sc.edu,"Strong business school, comprehensive"
Clemson University,Public University,South Carolina,Clemson,"Engineering, Agriculture, Business",27000,650,Yes,"$15,374","$38,550","$1,386",82%,86%,93%,650,(864) 656-3311,veterans@clemson.edu,https://www.clemson.edu,"Top engineering, military-friendly"
University of Georgia,Public University,Georgia,Athens,"Business, Engineering, Agriculture",40000,850,Yes,"$12,080","$30,220","$1,476",88%,91%,95%,850,(706) 542-3000,veterans@uga.edu,https://www.uga.edu,"Top public university, strong programs"
Georgia Institute of Technology,Public University,Georgia,Atlanta,"Engineering, Computer Science, Business",44000,650,Yes,"$12,682","$33,794","$1,782",95%,97%,98%,650,(404) 894-2000,veterans@gatech.edu,https://www.gatech.edu,"Top engineering school, excellent support"
University of Florida,Public University,Florida,Gainesville,"Engineering, Business, Medicine",56000,1250,Yes,"$6,381","$28,659","$1,779",90%,93%,96%,1250,(352) 392-3261,veterans@ufl.edu,https://www.ufl.edu,"Top public university, comprehensive"
Florida State University,Public University,Florida,Tallahassee,"Business, Engineering, Liberal Arts",45000,1050,Yes,"$5,666","$18,786","$1,089",82%,86%,92%,1050,(850) 644-2525,veterans@fsu.edu,https://www.fsu.edu,"Strong programs, veteran center"
University of Central Florida,Public University,Florida,Orlando,"Engineering, Business, Hospitality",72000,1680,Yes,"$6,368","$22,467","$1,779",78%,84%,90%,1680,(407) 823-2000,veterans@ucf.edu,https://www.ucf.edu,"Second largest veteran enrollment"
University of Miami,Private University,Florida,Coral Gables,"Business, Medicine, Engineering",19000,420,Yes,"$56,000","$56,000","$1,779",85%,89%,94%,420,(305) 284-2211,veterans@miami.edu,https://www.miami.edu,"Private research university, strong support"
University of North Carolina at Chapel Hill,Public University,North Carolina,Chapel Hill,"Business, Medicine, Liberal Arts",31000,620,Yes,"$8,992","$36,776","$1,386",92%,94%,97%,620,(919) 962-2211,veterans@unc.edu,https://www.unc.edu,"Top public university, excellent support"
North Carolina State University,Public University,North Carolina,Raleigh,"Engineering, Agriculture, Textiles",38000,890,Yes,"$9,058","$28,444","$1,386",85%,88%,93%,890,(919) 515-2011,veterans@ncsu.edu,https://www.ncsu.edu,"Strong engineering, research focus"
Duke University,Private University,North Carolina,Durham,"Engineering, Business, Medicine",17000,350,Yes,"$62,688","$62,688","$1,386",96%,97%,98%,350,(919) 684-8111,veterans@duke.edu,https://www.duke.edu,"Top private university, excellent support"
University of Virginia,Public University,Virginia,Charlottesville,"Business, Engineering, Liberal Arts",26000,480,Yes,"$19,698","$54,571","$1,584",94%,96%,97%,480,(434) 924-0311,veterans@virginia.edu,https://www.virginia.edu,"Top public university, comprehensive"
Virginia Tech,Public University,Virginia,Blacksburg,"Engineering, Agriculture, Business",38000,920,Yes,"$14,177","$33,253","$1,386",86%,89%,94%,920,(540) 231-6000,veterans@vt.edu,https://www.vt.edu,"Top engineering, Corps of Cadets"
George Mason University,Public University,Virginia,Fairfax,"Business, Engineering, Liberal Arts",39000,850,Yes,"$13,014","$38,070","$2,181",72%,78%,88%,850,(703) 993-1000,veterans@gmu.edu,https://www.gmu.edu,"DC area, strong programs"
University of Maryland College Park,Public University,Maryland,College Park,"Engineering, Business, Computer Science",41000,920,Yes,"$10,954","$38,636","$2,181",88%,91%,95%,920,(301) 405-1000,veterans@umd.edu,https://www.umd.edu,"Top research university, excellent support"
Johns Hopkins University,Private University,Maryland,Baltimore,"Medicine, Engineering, Public Health",28000,520,Yes,"$60,480","$60,480","$2,181",94%,96%,98%,520,(410) 516-8000,veterans@jhu.edu,https://www.jhu.edu,"Top medical research, comprehensive support"
Georgetown University,Private University,DC,Washington,"Business, Law, International Relations",20000,380,Yes,"$61,872","$61,872","$2,613",95%,97%,98%,380,(202) 687-0100,veterans@georgetown.edu,https://www.georgetown.edu,"DC location, strong programs"
American University,Private University,DC,Washington,"Business, International Relations, Communications",14000,320,Yes,"$52,556","$52,556","$2,613",82%,86%,92%,320,(202) 885-1000,veterans@american.edu,https://www.american.edu,"DC location, international focus"
George Washington University,Private University,DC,Washington,"Business, Engineering, International Affairs",28000,620,Yes,"$60,907","$60,907","$2,613",85%,88%,93%,620,(202) 994-1000,veterans@gwu.edu,https://www.gwu.edu,"DC location, strong programs"
Boston University,Private University,Massachusetts,Boston,"Business, Engineering, Medicine",36000,720,Yes,"$61,050","$61,050","$2,613",88%,91%,95%,720,(617) 353-2000,veterans@bu.edu,https://www.bu.edu,"Urban campus, comprehensive support"
Northeastern University,Private University,Massachusetts,Boston,"Business, Engineering, Co-op Program",27000,580,Yes,"$59,100","$59,100","$2,613",91%,93%,96%,580,(617) 373-2000,veterans@northeastern.edu,https://www.northeastern.edu,"Strong co-op program, excellent placement"
Massachusetts Institute of Technology,Private University,Massachusetts,Cambridge,"Engineering, Computer Science, Physical Sciences",12000,180,Yes,"$57,986","$57,986","$2,613",96%,98%,99%,180,(617) 253-1000,veterans@mit.edu,https://www.mit.edu,"Top engineering, world-class programs"
Harvard University,Private University,Massachusetts,Cambridge,"Business, Law, Liberal Arts",23000,320,Yes,"$54,269","$54,269","$2,613",98%,99%,99%,320,(617) 495-1000,veterans@harvard.edu,https://www.harvard.edu,"Top university, excellent support"
Yale University,Private University,Connecticut,New Haven,"Law, Business, Liberal Arts",14000,280,Yes,"$62,250","$62,250","$1,836",96%,97%,98%,280,(203) 432-4771,veterans@yale.edu,https://www.yale.edu,"Ivy League, comprehensive support"
University of Connecticut,Public University,Connecticut,Storrs,"Business, Engineering, Liberal Arts",27000,620,Yes,"$19,128","$42,882","$1,836",82%,86%,92%,620,(860) 486-2000,veterans@uconn.edu,https://www.uconn.edu,"Top public university, strong programs"
Brown University,Private University,Rhode Island,Providence,"Liberal Arts, Engineering, Medicine",11000,220,Yes,"$65,146","$65,146","$1,836",95%,97%,98%,220,(401) 863-1000,veterans@brown.edu,https://www.brown.edu,"Ivy League, open curriculum"
Princeton University,Private University,New Jersey,Princeton,"Engineering, Liberal Arts, Public Policy",8500,150,Yes,"$57,690","$57,690","$2,181",98%,99%,99%,150,(609) 258-3000,veterans@princeton.edu,https://www.princeton.edu,"Top university, excellent support"
Rutgers University,Public University,New Jersey,New Brunswick,"Engineering, Business, Liberal Arts",71000,1450,Yes,"$16,725","$35,633","$2,181",82%,86%,92%,1450,(848) 932-1766,veterans@rutgers.edu,https://www.rutgers.edu,"Large state university, comprehensive"
Cornell University,Private University,New York,Ithaca,"Engineering, Agriculture, Hotel Management",25000,480,Yes,"$63,200","$63,200","$1,485",95%,97%,98%,480,(607) 255-2000,veterans@cornell.edu,https://www.cornell.edu,"Ivy League, diverse programs"
Columbia University,Private University,New York,New York,"Engineering, Business, Liberal Arts",33000,620,Yes,"$66,139","$66,139","$2,613",96%,98%,99%,620,(212) 854-1754,veterans@columbia.edu,https://www.columbia.edu,"Ivy League, NYC location"
